label,metaGroupId,groupId,goodPeakCount,medMz,medRt,maxQuality,adductName,isotopeLabel,compound,compoundId,formula,expectedRtDiff,ppmDiff,parent,J_fullscan_scanevent2,H_fullscan_scanevent2,L_fullscan_scanevent2,N_fullscan_scanevent2,I_fullscan_scanevent2,G_fullscan_scanevent2,E_fullscan_scanevent2,F_fullscan_scanevent2,J2_fullscan_scanevent2,K_fullscan_scanevent2,C_fullscan_scanevent2,A_fullscan_scanevent2,B_fullscan_scanevent2,D_fullscan_scanevent2
,661,673,1,878.791077,11.792,0.665807,,C13-label-6,TG(16:0_16:0_20:4),TG(16:0_16:0_20:4),C55H101O6N,0.033,0.902897,872.771301,0.00,139504.05,81455.59,328393.50,420752.72,NA,56468.04,191511.64,154842.73,145182.11,NA,165466.67,474200.41,185284.77
,661,674,0,879.794800,11.816,0.068334,,C13-label-7,TG(16:0_16:0_20:4),TG(16:0_16:0_20:4),C55H101O6N,0.009,1.318114,872.771301,0.00,0.00,0.00,0.00,0.00,NA,0.00,0.00,0.00,0.00,NA,117980.94,283401.78,0.00
,675,675,12,848.771240,11.871,0.824280,[M+H]+,C12 PARENT,TG(16:0_16:1_18:1),TG(16:0_16:1_18:1),C53H101O6N,0.009,1.294382,848.771240,983790144.00,2182779392.00,716117504.00,1049596736.00,717705792.00,NA,401266944.00,1921749632.00,741033920.00,1053895424.00,NA,1068298048.00,975098112.00,1069404672.00
,675,676,3,849.774658,11.871,0.674094,,C13-label-1,TG(16:0_16:1_18:1),TG(16:0_16:1_18:1),C53H101O6N,0.009,1.364679,848.771240,553317568.00,1288829312.00,433817184.00,629077504.00,423225344.00,NA,249084288.00,1161507328.00,456973152.00,669660352.00,NA,679490880.00,599095808.00,668124672.00
,675,677,5,864.825195,11.940,0.830898,,C13-label-16,TG(16:0_16:1_18:1),TG(16:0_16:1_18:1),C53H101O6N,0.078,1.552655,848.771240,319688.72,968218.19,346556.09,1174574.12,572710.31,NA,1071333.00,1616863.38,889212.81,1070179.12,NA,1343562.88,2477664.75,841314.69
,675,678,10,865.828369,11.926,0.832063,,C13-label-17,TG(16:0_16:1_18:1),TG(16:0_16:1_18:1),C53H101O6N,0.064,1.339376,848.771240,1161854.88,1094253.12,2091255.62,1918388.88,848782.50,NA,2822556.00,2215576.75,3950621.00,2732444.00,NA,3436343.25,5444792.00,1779874.38
,675,679,4,866.831787,11.932,0.768996,,C13-label-18,TG(16:0_16:1_18:1),TG(16:0_16:1_18:1),C53H101O6N,0.070,1.408237,848.771240,28256818.00,31840698.00,25424592.00,43871412.00,32726538.00,NA,41902428.00,52055872.00,52160116.00,46300332.00,NA,83053728.00,80404624.00,68458392.00
,675,680,7,867.835144,11.920,0.847627,,C13-label-19,TG(16:0_16:1_18:1),TG(16:0_16:1_18:1),C53H101O6N,0.058,1.406609,848.771240,9352165.00,8898405.00,14558247.00,19529188.00,14791191.00,NA,17620024.00,21594138.00,20073376.00,19099598.00,NA,31748496.00,34821372.00,25222784.00
,675,681,3,850.778015,11.868,0.665776,,C13-label-2,TG(16:0_16:1_18:1),TG(16:0_16:1_18:1),C53H101O6N,0.006,1.363070,848.771240,196379856.00,436270208.00,158369008.00,247061632.00,152972160.00,NA,81694296.00,436222112.00,143377664.00,249956736.00,NA,247836560.00,241375936.00,250976256.00
,675,682,10,868.838562,11.922,0.841989,,C13-label-20,TG(16:0_16:1_18:1),TG(16:0_16:1_18:1),C53H101O6N,0.060,1.545483,848.771240,4120631.75,4015955.25,3144485.25,6866255.50,4197657.50,NA,4464142.50,6504997.50,6023784.50,3275200.00,NA,9551163.00,8717787.00,8764516.00
,675,683,10,869.841797,11.943,0.820861,,C13-label-21,TG(16:0_16:1_18:1),TG(16:0_16:1_18:1),C53H101O6N,0.081,1.403364,848.771240,900451.50,527848.19,591759.50,2507464.00,1239895.12,NA,1515841.62,1439489.12,958611.06,1384344.62,NA,1055135.62,1961473.00,1357145.38
,675,684,4,870.844482,11.938,0.696386,,C13-label-22,TG(16:0_16:1_18:1),TG(16:0_16:1_18:1),C53H101O6N,0.076,0.630786,848.771240,292872.94,0.00,263485.97,747476.00,440695.59,NA,169658.58,963152.25,691754.12,708226.19,NA,331129.16,1655916.00,394968.66
,675,685,1,851.781311,11.862,0.545378,,C13-label-3,TG(16:0_16:1_18:1),TG(16:0_16:1_18:1),C53H101O6N,0.000,1.289808,848.771240,40928160.00,97193576.00,42168864.00,63652164.00,36985684.00,NA,19688080.00,109244616.00,32301808.00,56951696.00,NA,62799664.00,68010400.00,63320320.00
,675,686,0,882.885620,11.916,0.083012,,C13-label-34,TG(16:0_16:1_18:1),TG(16:0_16:1_18:1),C53H101O6N,0.054,1.590026,848.771240,0.00,0.00,0.00,0.00,0.00,NA,0.00,0.00,0.00,0.00,NA,275073.62,0.00,0.00
,675,687,0,852.784607,11.876,0.494150,,C13-label-4,TG(16:0_16:1_18:1),TG(16:0_16:1_18:1),C53H101O6N,0.013,1.216719,848.771240,11846167.00,25714490.00,11810121.00,24599800.00,11546140.00,NA,5488799.50,30277920.00,9121545.00,17034182.00,NA,17725446.00,26475466.00,16825266.00
,675,688,2,853.787903,11.882,0.815661,,C13-label-5,TG(16:0_16:1_18:1),TG(16:0_16:1_18:1),C53H101O6N,0.019,1.143801,848.771240,3060346.00,7057040.50,2582703.00,7823852.00,3522175.25,NA,1580046.88,9502543.00,2810905.25,4123498.75,NA,5189998.50,9141019.00,5536006.50
,675,689,6,854.790955,11.879,0.828187,,C13-label-6,TG(16:0_16:1_18:1),TG(16:0_16:1_18:1),C53H101O6N,0.016,0.785440,848.771240,1872152.00,2200271.75,1677051.38,3427679.75,1184633.25,NA,414870.66,3482083.25,1195041.38,2385006.25,NA,2567499.00,4039014.75,2714069.75
,675,690,2,855.794189,11.862,0.688980,,C13-label-7,TG(16:0_16:1_18:1),TG(16:0_16:1_18:1),C53H101O6N,0.000,0.641879,848.771240,338020.91,124139.59,312753.97,422597.16,311925.16,NA,109551.60,986200.94,0.00,342984.66,NA,750294.50,1228339.38,185129.58
,675,691,1,856.797424,11.876,0.557732,,C13-label-8,TG(16:0_16:1_18:1),TG(16:0_16:1_18:1),C53H101O6N,0.014,0.498655,848.771240,0.00,0.00,0.00,218953.06,0.00,NA,36063.56,337000.84,80086.78,154282.11,NA,159008.09,356027.72,0.00
,675,692,0,857.801880,11.913,0.089636,,C13-label-9,TG(16:0_16:1_18:1),TG(16:0_16:1_18:1),C53H101O6N,0.051,1.778828,848.771240,0.00,291586.66,0.00,0.00,0.00,NA,0.00,201084.44,0.00,0.00,NA,0.00,500146.50,438520.47
,693,693,7,894.755615,10.695,0.753245,[M+H]+,C12 PARENT,TG(16:0_16:1_22:6),TG(16:0_16:1_22:6),C57H99O6N,0.095,1.227859,894.755615,232115536.00,418042272.00,142184704.00,233907456.00,122404800.00,NA,97378944.00,398900128.00,262851216.00,386729600.00,NA,391205376.00,342810592.00,340598432.00
,693,694,0,895.758850,10.686,0.216721,,C13-label-1,TG(16:0_16:1_22:6),TG(16:0_16:1_22:6),C57H99O6N,0.104,1.090208,894.755615,151304960.00,276150016.00,94451872.00,151042816.00,85155760.00,NA,82316224.00,254448208.00,183312512.00,251423408.00,NA,254358032.00,234355200.00,231784912.00
,693,695,0,908.799927,10.723,0.066713,,C13-label-14,TG(16:0_16:1_22:6),TG(16:0_16:1_22:6),C57H99O6N,0.067,1.679001,894.755615,0.00,0.00,75122.11,0.00,0.00,NA,0.00,0.00,0.00,0.00,NA,0.00,0.00,0.00
,693,696,0,910.809021,10.671,0.066972,,C13-label-16,TG(16:0_16:1_22:6),TG(16:0_16:1_22:6),C57H99O6N,0.119,0.938169,894.755615,519179.88,161153.12,115863.38,312773.69,90826.34,NA,420419.03,294976.00,595988.94,226170.67,NA,471837.47,289593.84,496789.38
,693,697,0,911.812500,10.631,0.064575,,C13-label-17,TG(16:0_16:1_22:6),TG(16:0_16:1_22:6),C57H99O6N,0.159,1.071014,894.755615,1510186.50,1590996.88,464042.84,137354.67,316685.91,NA,1462841.38,1429979.00,1879283.00,1482754.12,NA,2510211.00,4065900.75,2270227.75
,693,698,0,912.816101,10.628,0.044579,,C13-label-18,TG(16:0_16:1_22:6),TG(16:0_16:1_22:6),C57H99O6N,0.162,1.337295,894.755615,16032541.00,22247918.00,5121387.50,8125518.50,7219772.00,NA,17680574.00,20455490.00,25638282.00,22731558.00,NA,34129696.00,41451096.00,30161042.00
,693,699,0,913.819519,10.628,0.045596,,C13-label-19,TG(16:0_16:1_22:6),TG(16:0_16:1_22:6),C57H99O6N,0.162,1.402618,894.755615,7071530.00,9407413.00,2278062.00,3312503.25,2633971.25,NA,8578824.00,9784639.00,11297116.00,11202560.00,NA,15422751.00,18856938.00,13404481.00
,693,700,0,896.761902,10.644,0.069270,,C13-label-2,TG(16:0_16:1_22:6),TG(16:0_16:1_22:6),C57H99O6N,0.146,0.748679,894.755615,34929020.00,58185452.00,13908835.00,21074122.00,0.00,NA,22667162.00,44607408.00,42249388.00,40105172.00,NA,47494548.00,76378024.00,361163.34
,693,701,0,915.826172,10.622,0.045931,,C13-label-21,TG(16:0_16:1_22:6),TG(16:0_16:1_22:6),C57H99O6N,0.168,1.332900,894.755615,1471982.38,0.00,0.00,755105.31,0.00,NA,1297843.38,0.00,0.00,0.00,NA,0.00,0.00,0.00
,693,702,0,917.833191,10.629,0.061550,,C13-label-23,TG(16:0_16:1_22:6),TG(16:0_16:1_22:6),C57H99O6N,0.161,1.662482,894.755615,68676.15,257579.00,0.00,0.00,103863.66,NA,64838.89,0.00,125900.16,0.00,NA,0.00,0.00,0.00
,693,703,0,897.765625,10.624,0.046445,,C13-label-3,TG(16:0_16:1_22:6),TG(16:0_16:1_22:6),C57H99O6N,0.166,1.155757,894.755615,13892909.00,20070818.00,0.00,8880671.00,5645909.50,NA,8195616.50,0.00,14659349.00,0.00,NA,0.00,17750046.00,0.00
,693,704,0,898.769226,10.640,0.067906,,C13-label-4,TG(16:0_16:1_22:6),TG(16:0_16:1_22:6),C57H99O6N,0.151,1.426106,894.755615,5220201.50,7103209.50,0.00,4509772.00,0.00,NA,3124907.00,6487598.50,5211734.00,4805528.50,NA,5315631.50,11107584.00,280177.00
,693,705,0,899.772766,10.649,0.070875,,C13-label-5,TG(16:0_16:1_22:6),TG(16:0_16:1_22:6),C57H99O6N,0.141,1.628018,894.755615,1778615.50,2748853.25,825882.81,1494315.50,1523688.00,NA,755407.25,2476388.75,1805968.00,2042817.00,NA,2047003.38,2603939.50,2378222.25
,693,706,0,900.775696,10.701,0.224033,,C13-label-6,TG(16:0_16:1_22:6),TG(16:0_16:1_22:6),C57H99O6N,0.089,1.151895,894.755615,560049.38,276745.72,183799.45,574496.88,664098.69,NA,286836.16,1117553.75,418120.34,756053.31,NA,1019376.75,1136395.50,937777.19
,693,707,0,901.778564,10.703,0.386259,,C13-label-7,TG(16:0_16:1_22:6),TG(16:0_16:1_22:6),C57H99O6N,0.087,0.609148,894.755615,98194.81,389563.84,268710.50,157837.42,97280.95,NA,0.00,185178.80,129092.06,221608.14,NA,293628.84,870162.94,224082.62
,693,708,0,902.782043,10.731,0.068673,,C13-label-8,TG(16:0_16:1_22:6),TG(16:0_16:1_22:6),C57H99O6N,0.059,0.811295,894.755615,0.00,161744.86,36327.85,0.00,71771.39,NA,0.00,0.00,0.00,0.00,NA,281580.00,386226.59,99437.35
,709,709,12,862.786926,12.249,0.822882,[M+H]+,C12 PARENT,TG(16:0_17:1_18:1),TG(16:0_17:1_18:1),C54H103O6N,0.177,1.273355,862.786926,199014704.00,415108832.00,115899520.00,176214512.00,115201896.00,NA,51495360.00,338728704.00,109102408.00,154013280.00,NA,147386416.00,168026800.00,144927152.00
,709,710,7,863.790283,12.249,0.636288,,C13-label-1,TG(16:0_17:1_18:1),TG(16:0_17:1_18:1),C54H103O6N,0.177,1.271876,862.786926,123651752.00,255689168.00,68446856.00,109883168.00,69552088.00,NA,33512976.00,207129984.00,67123096.00,94073640.00,NA,94543048.00,108004776.00,90724232.00
,709,711,6,879.843933,12.290,0.786488,,C13-label-17,TG(16:0_17:1_18:1),TG(16:0_17:1_18:1),C54H103O6N,0.137,1.248669,862.786926,135687.55,160686.38,73764.82,294177.22,115910.38,NA,181789.45,487391.91,337800.00,364768.91,NA,613604.69,531621.75,548400.69
,709,712,7,864.793640,12.248,0.702466,,C13-label-2,TG(16:0_17:1_18:1),TG(16:0_17:1_18:1),C54H103O6N,0.179,1.270400,862.786926,39998780.00,85954656.00,24959526.00,38175348.00,23727862.00,NA,11041527.00,70977448.00,22175494.00,33880748.00,NA,32068234.00,38333532.00,33975316.00
,709,713,10,882.853821,12.330,0.823145,,C13-label-20,TG(16:0_17:1_18:1),TG(16:0_17:1_18:1),C54H103O6N,0.097,1.037010,862.786926,279796.44,346716.97,178406.27,348483.28,334300.34,NA,125865.19,573666.94,465328.72,487323.00,NA,783339.56,961603.50,719392.44
,709,714,3,865.797058,12.251,0.670145,,C13-label-3,TG(16:0_17:1_18:1),TG(16:0_17:1_18:1),C54H103O6N,0.176,1.409920,862.786926,8385521.50,17056316.00,5306438.50,7820842.00,5344864.50,NA,2341599.25,16487791.00,4736729.50,7990898.00,NA,7945298.50,10461060.00,7911682.50
,709,715,0,892.886169,12.215,0.064105,,C13-label-30,TG(16:0_17:1_18:1),TG(16:0_17:1_18:1),C54H103O6N,0.212,0.341786,862.786926,0.00,0.00,0.00,0.00,0.00,NA,0.00,0.00,0.00,44270.73,NA,0.00,0.00,77326.88
,709,716,4,866.800476,12.243,0.818650,,C13-label-4,TG(16:0_17:1_18:1),TG(16:0_17:1_18:1),C54H103O6N,0.183,1.478703,862.786926,1931402.00,3957920.00,1523084.00,2238687.25,1227411.75,NA,537164.19,4039265.25,1078761.62,1547462.62,NA,2009924.00,2913867.25,2498239.25
,709,717,10,867.803650,12.258,0.817899,,C13-label-5,TG(16:0_17:1_18:1),TG(16:0_17:1_18:1),C54H103O6N,0.168,1.265994,862.786926,417739.75,907928.75,267255.97,659013.94,282373.09,NA,217495.73,730588.94,379909.25,252904.19,NA,602656.69,936430.94,599897.81
,709,718,6,868.806824,12.249,0.818314,,C13-label-6,TG(16:0_17:1_18:1),TG(16:0_17:1_18:1),C54H103O6N,0.177,1.053777,862.786926,251659.95,383310.91,0.00,325098.56,129955.71,NA,33037.98,631260.19,148592.08,203570.89,NA,83953.54,570944.62,176699.81
,709,719,1,869.810242,12.304,0.574222,,C13-label-7,TG(16:0_17:1_18:1),TG(16:0_17:1_18:1),C54H103O6N,0.123,1.122732,862.786926,41059.19,74401.90,17764.30,26298.31,0.00,NA,0.00,262340.41,0.00,92735.41,NA,0.00,199618.31,43109.48
,709,720,0,871.816895,12.233,0.062459,,C13-label-9,TG(16:0_17:1_18:1),TG(16:0_17:1_18:1),C54H103O6N,0.193,1.050138,862.786926,0.00,0.00,0.00,0.00,0.00,NA,0.00,0.00,0.00,0.00,NA,0.00,0.00,46990.82
,721,721,12,880.834045,14.187,0.856908,[M+H]+,C12 PARENT,TG(16:0_18:0_18:0),TG(16:0_18:0_18:0),C55H109O6N,0.117,1.455144,880.834045,33290906.00,41250440.00,31897566.00,38116640.00,36998620.00,NA,34383704.00,42566996.00,37694652.00,33298266.00,NA,42712480.00,35831260.00,44706864.00
,721,722,3,881.837585,14.186,0.666707,,C13-label-1,TG(16:0_18:0_18:0),TG(16:0_18:0_18:0),C55H109O6N,0.118,1.661129,880.834045,20796448.00,25776006.00,18143024.00,23215282.00,23343670.00,NA,23688568.00,25424506.00,23090742.00,19496730.00,NA,27011630.00,21415000.00,27289432.00
,721,723,3,882.840820,14.186,0.621066,,C13-label-2,TG(16:0_18:0_18:0),TG(16:0_18:0_18:0),C55H109O6N,0.118,1.520971,880.834045,6084815.50,7482543.50,5827360.00,7210672.00,7285802.50,NA,6658605.50,8184476.50,7115926.50,6535143.50,NA,7994998.50,7450778.50,8634559.00
,721,724,0,906.920593,14.180,0.069158,,C13-label-26,TG(16:0_18:0_18:0),TG(16:0_18:0_18:0),C55H109O6N,0.123,0.672994,880.834045,0.00,51864.58,0.00,66711.11,0.00,NA,0.00,40987.14,0.00,0.00,NA,22119.10,0.00,13687.22
,721,725,3,883.844055,14.183,0.627308,,C13-label-3,TG(16:0_18:0_18:0),TG(16:0_18:0_18:0),C55H109O6N,0.121,1.381131,880.834045,1028513.81,1324801.88,1045994.56,1835141.00,1464073.38,NA,1513694.00,1569290.62,1360283.62,1381960.12,NA,1838360.12,1579753.12,1982591.12
,721,726,0,911.935120,14.152,0.060856,,C13-label-31,TG(16:0_18:0_18:0),TG(16:0_18:0_18:0),C55H109O6N,0.152,1.807087,880.834045,0.00,0.00,0.00,0.00,0.00,NA,0.00,0.00,0.00,16577.21,NA,0.00,0.00,0.00
,721,727,2,884.846008,14.166,0.599857,,C13-label-4,TG(16:0_18:0_18:0),TG(16:0_18:0_18:0),C55H109O6N,0.138,0.206935,880.834045,210694.45,213210.55,145054.56,554851.62,402792.09,NA,233802.42,480942.97,237995.50,88636.91,NA,397066.34,369428.50,416265.59
,721,728,0,933.006958,14.224,0.061123,,C13-label-52,TG(16:0_18:0_18:0),TG(16:0_18:0_18:0),C55H109O6N,0.080,0.261671,880.834045,0.00,0.00,0.00,0.00,0.00,NA,0.00,9592.93,10514.03,0.00,NA,0.00,0.00,0.00
,729,729,12,878.818176,13.404,0.821492,[M+H]+,C12 PARENT,TG(16:0_18:0_18:1) (1),TG(16:0_18:0_18:1),C55H107O6N,0.019,1.180675,878.818176,402774048.00,579369152.00,303174240.00,498855040.00,375291360.00,NA,250290576.00,592172544.00,326979296.00,384569472.00,NA,395149216.00,434190240.00,402954720.00
,729,730,8,879.821533,13.404,0.630193,,C13-label-1,TG(16:0_18:0_18:1) (1),TG(16:0_18:0_18:1),C55H107O6N,0.019,1.248701,878.818176,248803392.00,360595104.00,188004912.00,311005856.00,234790320.00,NA,156486064.00,361252832.00,208122496.00,246096080.00,NA,249824640.00,278753760.00,258812336.00
,729,731,0,888.850220,13.399,0.048536,,C13-label-10,TG(16:0_18:0_18:1) (1),TG(16:0_18:0_18:1),C55H107O6N,0.024,0.480673,878.818176,0.00,0.00,0.00,78717.00,0.00,NA,0.00,0.00,0.00,0.00,NA,0.00,0.00,0.00
,729,732,0,894.872192,13.407,0.066558,,C13-label-16,TG(16:0_18:0_18:1) (1),TG(16:0_18:0_18:1),C55H107O6N,0.016,1.568728,878.818176,0.00,0.00,0.00,69638.35,0.00,NA,0.00,93484.66,0.00,50808.48,NA,0.00,0.00,74355.51
,729,733,0,896.878967,13.454,0.340101,,C13-label-18,TG(16:0_18:0_18:1) (1),TG(16:0_18:0_18:1),C55H107O6N,0.030,1.633271,878.818176,0.00,0.00,0.00,0.00,0.00,NA,0.00,14502.72,168743.64,41165.73,NA,140085.38,300243.94,233786.08
,729,734,0,897.882019,13.415,0.072596,,C13-label-19,TG(16:0_18:0_18:1) (1),TG(16:0_18:0_18:1),C55H107O6N,0.008,1.291561,878.818176,0.00,0.00,55168.14,79960.46,0.00,NA,0.00,0.00,78381.09,36852.53,NA,98229.79,178545.95,0.00
,729,735,8,880.825012,13.402,0.632740,,C13-label-2,TG(16:0_18:0_18:1) (1),TG(16:0_18:0_18:1),C55H107O6N,0.022,1.385865,878.818176,85497912.00,114256136.00,60267044.00,121456096.00,79516936.00,NA,50501916.00,134649648.00,73720672.00,96915456.00,NA,99606048.00,111935480.00,101203160.00
,729,736,0,904.905273,13.407,0.076576,,C13-label-26,TG(16:0_18:0_18:1) (1),TG(16:0_18:0_18:1),C55H107O6N,0.016,1.011739,878.818176,80580.33,163056.94,47629.58,81603.23,63292.64,NA,30403.58,242900.36,49537.11,146679.89,NA,79698.91,43888.30,131655.55
,729,737,0,905.907410,13.450,0.071474,,C13-label-27,TG(16:0_18:0_18:1) (1),TG(16:0_18:0_18:1),C55H107O6N,0.027,0.269498,878.818176,30473.39,115672.55,48362.89,26951.64,0.00,NA,23496.45,97930.29,36249.85,89719.66,NA,0.00,0.00,0.00
,729,738,5,881.828369,13.410,0.634831,,C13-label-3,TG(16:0_18:0_18:1) (1),TG(16:0_18:0_18:1),C55H107O6N,0.013,1.384288,878.818176,18336958.00,26041450.00,14689091.00,30064256.00,18776426.00,NA,11237133.00,35636672.00,18139512.00,25490798.00,NA,25729266.00,32382086.00,26919104.00
,729,739,4,882.831604,13.407,0.637917,,C13-label-4,TG(16:0_18:0_18:1) (1),TG(16:0_18:0_18:1),C55H107O6N,0.016,1.244444,878.818176,3508236.25,6058727.50,4048925.25,11337307.00,5738375.50,NA,2594964.25,10402964.00,4359164.00,7610760.00,NA,7954500.00,10663221.00,7823042.00
,729,740,5,883.834900,13.410,0.798924,,C13-label-5,TG(16:0_18:0_18:1) (1),TG(16:0_18:0_18:1),C55H107O6N,0.013,1.173974,878.818176,911568.06,1419696.50,1202360.62,2965698.00,1851416.12,NA,594471.25,2248744.25,1068927.25,2088535.38,NA,2077365.38,3503204.75,2247311.75
,729,741,5,884.838074,13.409,0.809596,,C13-label-6,TG(16:0_18:0_18:1) (1),TG(16:0_18:0_18:1),C55H107O6N,0.014,0.965706,878.818176,293829.91,394262.66,287892.78,1052682.88,599625.06,NA,155444.06,891169.44,309026.16,886117.69,NA,843098.94,1682346.38,764218.69
,729,742,3,885.841248,13.403,0.788419,,C13-label-7,TG(16:0_18:0_18:1) (1),TG(16:0_18:0_18:1),C55H107O6N,0.020,0.757909,878.818176,63371.19,86560.08,58234.31,493638.03,81499.48,NA,77838.79,304266.72,197335.95,301417.38,NA,354097.59,619635.19,223444.30
,729,743,0,886.845032,13.425,0.460274,,C13-label-8,TG(16:0_18:0_18:1) (1),TG(16:0_18:0_18:1),C55H107O6N,0.002,1.238812,878.818176,0.00,0.00,0.00,87023.75,53176.57,NA,0.00,0.00,60652.71,96688.91,NA,97789.43,195029.39,123865.52
,729,744,0,887.848267,13.388,0.068742,,C13-label-9,TG(16:0_18:0_18:1) (1),TG(16:0_18:0_18:1),C55H107O6N,0.036,1.099922,878.818176,0.00,0.00,0.00,57775.05,0.00,NA,0.00,0.00,0.00,0.00,NA,84432.43,60174.17,44179.71
,745,745,12,908.865295,14.941,0.823826,[M+H]+,C12 PARENT,TG(16:0_18:0_20:0),TG(16:0_18:0_20:0),C57H113O6N,0.050,1.343109,908.865295,22009670.00,26611766.00,22728330.00,24349778.00,25203958.00,NA,23189134.00,25935654.00,23315984.00,23445574.00,NA,23791552.00,23038008.00,25971822.00
,745,746,9,909.868958,14.942,0.840752,,C13-label-1,TG(16:0_18:0_20:0),TG(16:0_18:0_20:0),C57H113O6N,0.048,1.677034,908.865295,13734360.00,16300024.00,14512848.00,15815936.00,15842661.00,NA,14923397.00,16145353.00,14484687.00,14766871.00,NA,15078592.00,14832317.00,16571820.00
,745,747,0,927.928040,14.882,0.056703,,C13-label-19,TG(16:0_18:0_20:0),TG(16:0_18:0_20:0),C57H113O6N,0.109,0.263103,908.865295,0.00,0.00,0.00,0.00,0.00,NA,6035.59,10416.32,0.00,0.00,NA,0.00,0.00,0.00
,745,748,8,910.872253,14.939,0.834863,,C13-label-2,TG(16:0_18:0_20:0),TG(16:0_18:0_20:0),C57H113O6N,0.051,1.608180,908.865295,4303956.50,5144110.00,4616254.50,5041145.50,5227686.00,NA,4697868.00,5224199.00,4602048.00,4722138.00,NA,4942548.00,4629490.00,5191630.00
,745,749,0,928.930786,14.958,0.056115,,C13-label-20,TG(16:0_18:0_20:0),TG(16:0_18:0_20:0),C57H113O6N,0.033,0.394228,908.865295,0.00,5695.71,0.00,0.00,0.00,NA,0.00,0.00,0.00,0.00,NA,0.00,0.00,6460.22
,745,750,0,930.939026,14.996,0.055499,,C13-label-22,TG(16:0_18:0_20:0),TG(16:0_18:0_20:0),C57H113O6N,0.005,1.245699,908.865295,0.00,0.00,3442.12,0.00,0.00,NA,0.00,0.00,0.00,0.00,NA,0.00,0.00,0.00
,745,751,0,931.942871,14.958,0.056050,,C13-label-23,TG(16:0_18:0_20:0),TG(16:0_18:0_20:0),C57H113O6N,0.033,1.768297,908.865295,0.00,0.00,0.00,6570.50,6766.26,NA,0.00,0.00,0.00,0.00,NA,0.00,0.00,0.00
,745,752,0,934.950378,14.873,0.058672,,C13-label-26,TG(16:0_18:0_20:0),TG(16:0_18:0_20:0),C57H113O6N,0.118,0.979225,908.865295,0.00,0.00,0.00,8461.76,0.00,NA,0.00,0.00,0.00,0.00,NA,0.00,0.00,0.00
,745,753,4,911.875549,14.933,0.682673,,C13-label-3,TG(16:0_18:0_20:0),TG(16:0_18:0_20:0),C57H113O6N,0.057,1.539476,908.865295,908672.19,1028924.75,864099.00,982182.31,1070639.12,NA,951740.06,1044183.50,794830.69,987330.00,NA,1107429.50,1047104.75,1147219.62
,745,754,0,942.977661,15.012,0.059720,,C13-label-34,TG(16:0_18:0_20:0),TG(16:0_18:0_20:0),C57H113O6N,0.021,0.453082,908.865295,0.00,0.00,0.00,0.00,0.00,NA,0.00,5622.51,0.00,0.00,NA,0.00,0.00,0.00
,745,755,0,912.877869,14.941,0.374546,,C13-label-4,TG(16:0_18:0_20:0),TG(16:0_18:0_20:0),C57H113O6N,0.050,0.468021,908.865295,135886.17,170709.00,153339.52,211558.14,198411.58,NA,170756.92,220979.64,153420.39,110882.15,NA,200254.89,148693.27,207423.98
,745,756,0,955.017090,15.012,0.057544,,C13-label-46,TG(16:0_18:0_20:0),TG(16:0_18:0_20:0),C57H113O6N,0.021,1.342108,908.865295,0.00,0.00,0.00,0.00,0.00,NA,0.00,5272.68,0.00,0.00,NA,0.00,0.00,0.00
,745,757,1,913.880432,14.969,0.526297,,C13-label-5,TG(16:0_18:0_20:0),TG(16:0_18:0_20:0),C57H113O6N,0.021,0.400721,908.865295,17422.92,25316.97,6195.33,51981.19,30511.42,NA,9782.98,39874.08,18187.12,21255.11,NA,31657.36,25999.98,44809.98
,745,758,0,915.888000,14.933,0.056530,,C13-label-7,TG(16:0_18:0_20:0),TG(16:0_18:0_20:0),C57H113O6N,0.058,0.533124,908.865295,0.00,0.00,0.00,9082.65,0.00,NA,0.00,7341.21,0.00,0.00,NA,8316.45,0.00,0.00
,759,759,12,876.801819,12.623,0.822436,[M+H]+,C12 PARENT,TG(16:0_18:1_18:1),TG(16:0_18:1_18:1),C55H105O6N,0.005,0.417667,876.801819,4221999360.00,6078171648.00,3005954816.00,4012950784.00,3365249792.00,NA,1875268736.00,5462230528.00,2910205696.00,3695665408.00,NA,4047801344.00,3960877056.00,3912226048.00
,759,760,4,877.805481,12.624,0.658284,,C13-label-1,TG(16:0_18:1_18:1),TG(16:0_18:1_18:1),C55H105O6N,0.006,0.764847,876.801819,2638359296.00,3797299456.00,1852672128.00,2511494144.00,2120473088.00,NA,1203880192.00,3426925312.00,1829088256.00,2380752128.00,NA,2585224448.00,2557529344.00,2732100352.00
,759,761,0,886.836060,12.604,0.086673,,C13-label-10,TG(16:0_18:1_18:1),TG(16:0_18:1_18:1),C55H105O6N,0.014,1.170001,876.801819,0.00,0.00,0.00,0.00,0.00,NA,0.00,0.00,0.00,0.00,NA,190168.38,0.00,321126.09
,759,762,3,878.809082,12.626,0.670231,,C13-label-2,TG(16:0_18:1_18:1),TG(16:0_18:1_18:1),C55H105O6N,0.008,1.041783,876.801819,913077568.00,1313619968.00,698720768.00,985324864.00,783716544.00,NA,448905056.00,1283997056.00,674564544.00,897808064.00,NA,997186816.00,1039386112.00,1035899392.00
