isotopeLabel,compound,formula,M,H,L,N,I,G,E,F,J,K,C,A,B,D
C13-label-18,TG(16:2_18:2_22:6),C59H97O6N,3302338,5038052,997943.19,1501906.88,1862299.5,NA,3985353.25,6337316,7246687.5,7794042.5,NA,7776143.5,10099768,9447717
C13-label-19,TG(16:2_18:2_22:6),C59H97O6N,1538935.38,2106145.5,449904.16,686745.06,877458.75,NA,1975266.5,2822136.75,3220906,3669284.25,NA,3891140.75,5005748.5,4229562
C13-label-2,TG(16:2_18:2_22:6),C59H97O6N,10042678,15125112,3876005,5911625.5,6133330.5,NA,6133768,17944794,15628248,15659720,NA,15336555,18780224,17355744
C13-label-27,TG(16:2_18:2_22:6),C59H97O6N,0,0,0,0,0,NA,0,19808.73,0,23275.45,NA,0,0,0
C13-label-29,TG(16:2_18:2_22:6),C59H97O6N,14659.75,0,0,0,0,NA,0,0,0,0,NA,0,0,0
C13-label-3,TG(16:2_18:2_22:6),C59H97O6N,2977976.75,4637188.5,1450590.12,1898462.62,1832703.12,NA,1947820.62,5483550.5,4355993.5,4713506.5,NA,5041389.5,5439778.5,5362918
C13-label-32,TG(16:2_18:2_22:6),C59H97O6N,0,0,0,14144.38,0,NA,7957.13,0,0,14264.24,NA,14026.41,27565.98,15370.72
C13-label-33,TG(16:2_18:2_22:6),C59H97O6N,25339.9,21525.74,0,9579.87,0,NA,18586.08,31160.64,47944.85,54148.81,NA,110616.27,151409.61,106557.65
C13-label-34,TG(16:2_18:2_22:6),C59H97O6N,302554.16,209781.38,79687.59,78912.57,91122.41,NA,472265.59,381636.59,664056.81,617225.94,NA,808853.5,1548208,830873.5
C13-label-35,TG(16:2_18:2_22:6),C59H97O6N,85488.79,20701.76,10232.95,8690.56,19498.7,NA,115993.82,149106.23,190646.06,205953.39,NA,226122.61,406319.5,206179.12
C13-label-36,TG(16:2_18:2_22:6),C59H97O6N,53593.68,47215.59,0,8567.23,8729.32,NA,158590.28,59927.49,34470.23,127132.1,NA,123990.09,166759.42,131665.94
C13-label-37,TG(16:2_18:2_22:6),C59H97O6N,31137.3,10408.23,0,0,0,NA,13457.84,10551.69,9811.29,23109.02,NA,41454.17,11844.86,15441.1
C13-label-4,TG(16:2_18:2_22:6),C59H97O6N,527011.69,412626.16,138398.02,492606.91,556971.94,NA,332885.66,455664.59,682102.44,671124.44,NA,684263.5,1134084.5,666262.81
C13-label-42,TG(16:2_18:2_22:6),C59H97O6N,0,13337.19,0,15011.76,15459.28,NA,19293.02,0,0,0,NA,0,0,0
C13-label-44,TG(16:2_18:2_22:6),C59H97O6N,15031.93,0,0,0,0,NA,0,0,0,0,NA,0,0,0
C12 PARENT,TG(17:1_18:1_18:2),C56H103O6N,164009296,247862672,84939232,122591488,101855384,NA,42218544,268400784,104168952,117989184,NA,112102808,169500464,123307224
C13-label-1,TG(17:1_18:1_18:2),C56H103O6N,101070792,155007280,54060676,77112792,63991760,NA,28362536,160579136,63731340,73424824,NA,73023672,108592256,78272600
C13-label-17,TG(17:1_18:1_18:2),C56H103O6N,1268337.25,1952988.62,830589.19,1259107.62,928200.44,NA,914093.25,2617236.75,1883252,1910870.62,NA,2082884.62,3662910.75,2710185.25
C13-label-18,TG(17:1_18:1_18:2),C56H103O6N,13938204,18888758,7966478.5,10045112,10558455,NA,10230448,25097016,19636170,21038794,NA,24437250,36894400,27386704
C13-label-19,TG(17:1_18:1_18:2),C56H103O6N,5349230,7545031.5,3546963.75,4719311.5,4355621.5,NA,4132234.25,12177533,8048458.5,8989561,NA,11326641,16989482,11187661
C13-label-2,TG(17:1_18:1_18:2),C56H103O6N,32262642,47950976,17334566,21751980,19650382,NA,9479574,56142548,22130120,22698176,NA,24202840,36409128,26717338
C13-label-20,TG(17:1_18:1_18:2),C56H103O6N,1382838,1653771.62,828607,1094907.75,1407121.38,NA,1313166,2903485.75,1917181.38,2013421,NA,2821337,4175797.25,2683178
C13-label-21,TG(17:1_18:1_18:2),C56H103O6N,293322.62,366427.84,51965.48,160105.98,80226.83,NA,144130.48,907922.94,268615.47,217699.3,NA,369707.25,882612.19,388007.5
C13-label-22,TG(17:1_18:1_18:2),C56H103O6N,0,0,55035.1,0,0,NA,0,0,61202.77,0,NA,91266.79,0,0
C13-label-3,TG(17:1_18:1_18:2),C56H103O6N,6963722.5,10278332,3819276,4429219.5,4624119,NA,2121015.25,12160155,5241052,5890854.5,NA,5244148,8701311,6172010
C13-label-34,TG(17:1_18:1_18:2),C56H103O6N,0,0,0,0,0,NA,0,0,0,0,NA,125457.71,0,89262.45
C13-label-35,TG(17:1_18:1_18:2),C56H103O6N,133884.48,0,36489.45,0,0,NA,78830.12,140525.16,102043.32,158743.12,NA,447584.53,492254.66,223658.58
C13-label-36,TG(17:1_18:1_18:2),C56H103O6N,414771.75,363345.66,278499.03,234261.75,355269.03,NA,496793.03,1153256.62,935002.56,655273.69,NA,1250864.88,1866740.38,1879372.88
C13-label-37,TG(17:1_18:1_18:2),C56H103O6N,0,0,53794.68,0,56808.66,NA,46668.2,99863.02,112986.09,160837.08,NA,302707.72,381386.47,419388.66
C13-label-38,TG(17:1_18:1_18:2),C56H103O6N,0,0,0,99863.34,0,NA,26894.66,0,0,81515.74,NA,128023.54,214921.58,0
C13-label-4,TG(17:1_18:1_18:2),C56H103O6N,873051.06,1349746.25,743008.44,1024032.81,649375.81,NA,409196.16,2758688.75,895510,1155471.62,NA,1331208.12,1885484.62,1157603.88
C13-label-5,TG(17:1_18:1_18:2),C56H103O6N,149194.8,168096.52,42265.38,76796.38,92419.09,NA,82637.61,189863.62,156830.92,157510.95,NA,152855.14,334531.84,203470.5
C13-label-9,TG(17:1_18:1_18:2),C56H103O6N,0,0,0,0,0,NA,27628.27,0,0,0,NA,0,0,0
C12 PARENT,TG(18:0_18:1_18:2),C57H107O6N,1555586432,1934175360,1177750400,1457777024,1549409664,NA,656768064,2046268032,1000357632,1269954944,NA,1126368128,1303882880,1095968384
C13-label-1,TG(18:0_18:1_18:2),C57H107O6N,1007063808,1251059200,759810816,938501696,1030439616,NA,437406688,1366036352,691724736,830325824,NA,736735680,863780672,722704192
C13-label-10,TG(18:0_18:1_18:2),C57H107O6N,0,0,0,0,0,NA,0,0,0,151834.34,NA,0,0,0
C13-label-16,TG(18:0_18:1_18:2),C57H107O6N,762101.06,1594179.38,638966,1181448.12,1029131.25,NA,995205.94,2277290.25,1302787,1754420.38,NA,1975310.12,3043746,2028309.12
C13-label-17,TG(18:0_18:1_18:2),C57H107O6N,2633303.5,4332353,1949055.38,3464966,2826477.25,NA,3346420.25,5992018.5,4420517.5,6604356,NA,6938504,9530190,7108476
C13-label-18,TG(18:0_18:1_18:2),C57H107O6N,43308140,53726988,34164928,51403276,46023668,NA,45814256,97785304,65606244,87947896,NA,105404760,122462104,93600576
C13-label-19,TG(18:0_18:1_18:2),C57H107O6N,18149376,24842520,11958791,22315130,19404966,NA,19900120,42248816,28396696,38416772,NA,48289644,54325740,41818832
C13-label-2,TG(18:0_18:1_18:2),C57H107O6N,344828640,431854976,277624288,356348224,359692160,NA,171138800,497886816,263173264,323701088,NA,296734176,376052192,278738240
C13-label-20,TG(18:0_18:1_18:2),C57H107O6N,6609210.5,8440441,4624027,7789921.5,7156344,NA,6906750.5,13670224,8646512,12555321,NA,17975226,22569968,16311279
C13-label-21,TG(18:0_18:1_18:2),C57H107O6N,1247052,2119497,993812.69,2077754.38,1628489.5,NA,1923489,3753950.75,1885360.12,3429110,NA,4017322,4607425.5,3600006.75
C13-label-22,TG(18:0_18:1_18:2),C57H107O6N,337318.28,602347.25,461401.84,786144.81,300636.19,NA,547677.38,1126977.5,642205.81,1418522.38,NA,502618.22,2346553,1138875.62
C13-label-23,TG(18:0_18:1_18:2),C57H107O6N,120155.76,105901.94,0,52725.31,103145.06,NA,146202.36,413973.16,93707.29,103206.8,NA,247389.2,347243.81,305557.72
C13-label-3,TG(18:0_18:1_18:2),C57H107O6N,77023896,97576680,67529936,89960488,85795456,NA,42584312,123575096,61956256,83483544,NA,82901928,99880032,72438760
C13-label-36,TG(18:0_18:1_18:2),C57H107O6N,209298.19,0,0,0,0,NA,0,0,0,0,NA,0,111029.4,55658.99
C13-label-4,TG(18:0_18:1_18:2),C57H107O6N,14638356,20175080,15193708,22290350,17191098,NA,9390763,27239992,15400869,18709342,NA,19819996,27816742,18486730
C13-label-5,TG(18:0_18:1_18:2),C57H107O6N,2952901,3080969.75,3058596.75,5327927.5,4468683.5,NA,1829502.88,5146524.5,2793495.75,4896146,NA,4838107.5,7356106.5,4856912.5
C13-label-6,TG(18:0_18:1_18:2),C57H107O6N,1140697.12,1318188.88,1362707.12,1129223.62,1331420.5,NA,454834.59,2129226.75,818928.81,1444390.38,NA,1531248.38,3095827.75,2219293.5
C13-label-7,TG(18:0_18:1_18:2),C57H107O6N,254629.95,304473.16,284060.84,290867.41,104295.4,NA,69153.2,280678,238314.44,457529.66,NA,578399.06,1066700.38,509622.16
C13-label-8,TG(18:0_18:1_18:2),C57H107O6N,28971.14,0,0,160395.61,46516.1,NA,88096.05,170257.8,0,115609.07,NA,133265.98,182963.33,199382.8
C13-label-9,TG(18:0_18:1_18:2),C57H107O6N,0,0,0,0,0,NA,0,0,0,0,NA,0,225293,142273.55
C12 PARENT,TG(18:1_18:2_18:2) (1),C57H103O6N,1897735168,2103739904,1676043904,1914240384,2140573696,NA,1063650112,2191064832,1752797568,1799425024,NA,1277996672,1781963136,1315245440
C13-label-1,TG(18:1_18:2_18:2) (1),C57H103O6N,1218893312,1338749056,1097621760,1215931264,1404988288,NA,716198080,1423421824,1153160960,1148305280,NA,853879552,1177007104,862034112
C13-label-15,TG(18:1_18:2_18:2) (1),C57H103O6N,375225.25,386726.88,338404.28,685950.06,0,NA,107039.19,456898.88,812520.5,582791.25,NA,1552132.5,908874.5,908981
C13-label-16,TG(18:1_18:2_18:2) (1),C57H103O6N,5372867.5,6849577.5,6738238.5,6675564,7165624.5,NA,7591412,9810483,8698755,10008725,NA,8530633,13570824,7997666
C13-label-17,TG(18:1_18:2_18:2) (1),C57H103O6N,24057094,21318506,21182284,22339856,24098406,NA,24019526,31102856,33932300,33220870,NA,33245498,46162260,35182836
C13-label-18,TG(18:1_18:2_18:2) (1),C57H103O6N,315822944,291987808,284653728,310528768,338740672,NA,359321728,411777920,449802784,565602752,NA,459388800,628629568,451306976
C13-label-19,TG(18:1_18:2_18:2) (1),C57H103O6N,140275280,131184984,123898112,133408984,144637536,NA,169210816,163061840,211335824,251352624,NA,208771472,282621664,196841984
C13-label-2,TG(18:1_18:2_18:2) (1),C57H103O6N,428871520,448029408,368323168,416862816,484717920,NA,240671616,472883360,402916384,400944384,NA,294355872,422002912,307031584
C13-label-20,TG(18:1_18:2_18:2) (1),C57H103O6N,32283934,28990104,28435814,31306048,31246998,NA,33696864,43426420,46259372,59798032,NA,51314796,70247944,46011412
C13-label-21,TG(18:1_18:2_18:2) (1),C57H103O6N,5231414.5,4846990,5577808,4705425.5,5168810,NA,6023269.5,6866200.5,7390654.5,8924192,NA,8911655,12049459,9410275
C13-label-22,TG(18:1_18:2_18:2) (1),C57H103O6N,347470.09,312113.28,438552.09,603527.88,889591.69,NA,606592.44,859652.75,739366.56,988969.5,NA,1348385.25,1856720.5,1056407.38
C13-label-3,TG(18:1_18:2_18:2) (1),C57H103O6N,96832152,93466488,76885600,89545600,103278984,NA,57238836,107638888,89187688,87458760,NA,67738184,102960808,65687932
C13-label-33,TG(18:1_18:2_18:2) (1),C57H103O6N,0,0,0,0,0,NA,267412.22,0,0,0,NA,0,0,0
C13-label-34,TG(18:1_18:2_18:2) (1),C57H103O6N,306459.34,346839.97,466433.28,308472.78,234030.38,NA,632824.62,777771.5,761210.81,722655.69,NA,1397581,2032141.5,974084.69
C13-label-35,TG(18:1_18:2_18:2) (1),C57H103O6N,2600305.25,2862362.75,2324025.25,2402988,2073249.62,NA,4571332,3024809.25,4931499.5,6695313.5,NA,5536956,9074900,4630276.5
C13-label-36,TG(18:1_18:2_18:2) (1),C57H103O6N,20711806,18084430,14587773,17768312,18005284,NA,30015046,25663050,30568314,47755116,NA,44123324,58467348,39599296
C13-label-37,TG(18:1_18:2_18:2) (1),C57H103O6N,5402338,3993591,3514221.25,4057259.75,3646243.75,NA,9253196,4753444.5,8494906,11823211,NA,11941196,15793875,10005840
C13-label-38,TG(18:1_18:2_18:2) (1),C57H103O6N,690081.31,451625,357003.38,515973.97,455507.72,NA,1272031.62,1358949.88,728201.25,1495635.12,NA,1467754,3154749.75,1119796.5
C13-label-39,TG(18:1_18:2_18:2) (1),C57H103O6N,0,0,0,0,0,NA,0,0,0,0,NA,274003.78,0,0
C13-label-4,TG(18:1_18:2_18:2) (1),C57H103O6N,13439697,16950042,11294211,13060224,15699395,NA,8363621.5,18664640,15585217,17554514,NA,11961357,20909256,13322223
C13-label-5,TG(18:1_18:2_18:2) (1),C57H103O6N,3031802.25,2622065.75,1528135.38,2417886.75,3001256.25,NA,1360189.88,3494710,2463678.5,2544231.25,NA,2439706,5217268.5,2651685.75
C13-label-6,TG(18:1_18:2_18:2) (1),C57H103O6N,355213.62,496503.34,321747.88,532465.19,373964.97,NA,245127.08,989779.31,847736.25,601030.31,NA,1234506,1646238,410269.03
C12 PARENT,TG(18:1_18:2_20:2),C59H107O6N,312503776,427533728,268740960,350787328,370422624,NA,140545008,479249760,195429904,269686720,NA,203709440,244318096,170158000
C13-label-1,TG(18:1_18:2_20:2),C59H107O6N,207021104,279904928,182456384,231681488,244504368,NA,96440800,312076832,130539448,186342480,NA,135729552,174137104,116160232
C13-label-15,TG(18:1_18:2_20:2),C59H107O6N,0,0,0,87697.88,0,NA,0,0,0,0,NA,0,0,0
C13-label-16,TG(18:1_18:2_20:2),C59H107O6N,733291.5,1035456,740360.94,912747.31,609767.12,NA,750958.19,1450404,563534.69,1127537.5,NA,858196.31,991505,710029.5
C13-label-17,TG(18:1_18:2_20:2),C59H107O6N,2521471,2547422,1682826.38,2266445,2249779,NA,2052024.88,3247307,2565771.75,3492625.25,NA,1993407.38,3096337,2868072.75
C13-label-18,TG(18:1_18:2_20:2),C59H107O6N,23337122,32400734,27912256,36620756,29867758,NA,27140522,42780948,34535964,46266124,NA,35363812,55651168,33623996
C13-label-19,TG(18:1_18:2_20:2),C59H107O6N,11429695,13235539,13030384,13892135,14129317,NA,13455653,20510428,15818704,23628568,NA,17442994,28180096,16097000
C13-label-2,TG(18:1_18:2_20:2),C59H107O6N,73937248,101063688,70300536,83967520,93968280,NA,39462488,122944744,53510176,77853520,NA,57292052,71335048,45743392
C13-label-20,TG(18:1_18:2_20:2),C59H107O6N,3816812.75,5045678.5,3854572.75,4297530,4824784.5,NA,5333963.5,7247225.5,5005301.5,6265410,NA,5885150,8861352,5828812.5
C13-label-21,TG(18:1_18:2_20:2),C59H107O6N,938277.31,1128497.75,466586.38,900308.19,916460.19,NA,1355084.88,2085995.88,1421873.5,1942554,NA,1806522.12,3058519.25,1435821.88
C13-label-22,TG(18:1_18:2_20:2),C59H107O6N,92714.41,0,283174.16,251075.45,91373.66,NA,342453.59,367198.91,235647.88,101387.23,NA,748418.19,914025.56,511549.78
C13-label-23,TG(18:1_18:2_20:2),C59H107O6N,0,0,51061.89,0,0,NA,0,0,0,84501.41,NA,0,0,0
C13-label-25,TG(18:1_18:2_20:2),C59H107O6N,0,0,0,0,0,NA,0,0,75994.94,0,NA,0,0,0
C13-label-3,TG(18:1_18:2_20:2),C59H107O6N,19372310,24352848,17784558,22233726,23750770,NA,11842659,32578800,15427087,22288854,NA,16762151,21754552,13946184
C13-label-34,TG(18:1_18:2_20:2),C59H107O6N,0,0,0,0,0,NA,0,0,0,0,NA,120787.7,188509.08,0
C13-label-35,TG(18:1_18:2_20:2),C59H107O6N,0,0,0,157832.02,89826.26,NA,94385.34,143471.88,130440.38,97178.34,NA,552481.56,305513.72,198537.86
C13-label-36,TG(18:1_18:2_20:2),C59H107O6N,1574406.12,1332574.25,983994.31,991377.44,1203567.38,NA,2233135.25,1497521,1644067.88,2621972.25,NA,2480518.75,3849705,2597273.75
C13-label-37,TG(18:1_18:2_20:2),C59H107O6N,222963.81,427637.75,0,99137.49,239707.19,NA,541867.56,287690.16,477828.75,961932.06,NA,849843.19,1060320.38,582136.19
C13-label-38,TG(18:1_18:2_20:2),C59H107O6N,0,0,0,0,0,NA,273847.88,0,180087.94,375938.78,NA,179328.8,672348.25,0
C13-label-39,TG(18:1_18:2_20:2),C59H107O6N,0,0,0,0,0,NA,0,0,0,0,NA,61444.56,0,0
C13-label-4,TG(18:1_18:2_20:2),C59H107O6N,4455114.5,4823508,3934639,5676793.5,5534584.5,NA,2599352.25,7099034.5,3394803.25,6147240.5,NA,4369602,6457246.5,4026462
C13-label-5,TG(18:1_18:2_20:2),C59H107O6N,988380.81,936529.44,583661.62,1177455,873832.19,NA,611135.94,1951822,710895.81,1390820.38,NA,1058739.12,1368707.38,1083799
C13-label-6,TG(18:1_18:2_20:2),C59H107O6N,223823.55,138808.92,166888.64,362402.62,100350.65,NA,61305.25,294362.22,101551.29,330482.97,NA,109961.31,581232.06,0
C13-label-7,TG(18:1_18:2_20:2),C59H107O6N,0,0,79258.11,136756.08,0,NA,0,0,0,0,NA,0,0,0
C13-label-8,TG(18:1_18:2_20:2),C59H107O6N,0,0,0,66684.26,0,NA,0,0,0,0,NA,0,0,0
C12 PARENT,TG(18:1_18:2_22:2),C61H111O6N,43972192,57973940,39953440,58086956,58017888,NA,24680960,67496872,30926278,43038376,NA,37217696,54884676,33570348
C13-label-1,TG(18:1_18:2_22:2),C61H111O6N,30228208,41281416,27565856,38565908,39433376,NA,16279397,44404216,21114954,29774022,NA,29127366,39109724,34893424
C13-label-17,TG(18:1_18:2_22:2),C61H111O6N,191970.95,126886.41,125446.27,344798.62,313513.88,NA,259900.45,539894.44,346869.97,351090.75,NA,439751.59,684789.69,365898.72
C13-label-18,TG(18:1_18:2_22:2),C61H111O6N,3085337.25,3532570.25,1750010,4864245,4851650.5,NA,4441672.5,5579061,4144713.25,6384482.5,NA,5189754,7274305.5,4257642
C13-label-19,TG(18:1_18:2_22:2),C61H111O6N,1278796.88,1819937.12,1320722.25,2143448.25,2173567.25,NA,1963514.38,3139727.25,1888874.88,2715452.25,NA,3247365.75,3397323.25,2075747
C13-label-2,TG(18:1_18:2_22:2),C61H111O6N,11492537,16515632,11960331,16123456,16822240,NA,7494849.5,17507866,9801141,13794055,NA,13163408,20832036,10968043
C13-label-20,TG(18:1_18:2_22:2),C61H111O6N,253372.05,975419.56,266707.34,682746.56,768374.06,NA,1011866.5,390819.41,632111.56,805454.19,NA,1424544.38,1809537.62,907476.81
C13-label-22,TG(18:1_18:2_22:2),C61H111O6N,0,0,0,41398.52,0,NA,22887.16,131565.8,36657.89,0,NA,51565.68,92516.91,0
C13-label-3,TG(18:1_18:2_22:2),C61H111O6N,3003463.75,4720343.5,3470886,6048408.5,4874262.5,NA,2465032.75,5874433.5,3155868,4506964,NA,4561971,7605504,3586740.25
C13-label-31,TG(18:1_18:2_22:2),C61H111O6N,0,0,21359.86,0,0,NA,0,0,0,0,NA,0,0,0
C13-label-34,TG(18:1_18:2_22:2),C61H111O6N,0,50401.12,0,0,0,NA,0,0,0,0,NA,61560.58,0,0
C13-label-36,TG(18:1_18:2_22:2),C61H111O6N,151816.88,131571.34,0,81079.67,79102.15,NA,385827.34,160890.16,195937.06,362732.66,NA,175125.56,654636,174838.33
C13-label-38,TG(18:1_18:2_22:2),C61H111O6N,0,0,0,0,0,NA,0,70723.55,0,47714.69,NA,0,0,0
C13-label-4,TG(18:1_18:2_22:2),C61H111O6N,777304.19,920030.69,926244.69,1591661.12,1527119.12,NA,700945.44,1671182,897172.5,1578024.88,NA,1425009.12,2801030,1152645.12
C13-label-40,TG(18:1_18:2_22:2),C61H111O6N,0,0,26547.71,0,0,NA,0,0,0,0,NA,0,0,0
C13-label-5,TG(18:1_18:2_22:2),C61H111O6N,104189.02,161638.45,288873,579368.88,460006.59,NA,142993.48,613085.44,198943.2,524795.56,NA,385700.09,1030462,327782.62
C13-label-6,TG(18:1_18:2_22:2),C61H111O6N,0,121429.35,105978.43,83131.64,72849.12,NA,46304.35,122042.79,50686.93,170425.73,NA,126048.22,295049.38,97369.02
C12 PARENT,TG(18:1_18:2_22:6),C61H103O6N,1037368512,1066802752,783650240,971258368,1249654656,NA,747144960,1312550912,1199948160,1225690624,NA,881536192,1173591680,939742912
C13-label-1,TG(18:1_18:2_22:6),C61H103O6N,712182144,733666752,540074560,662664384,856185344,NA,524712608,912782848,772089792,848548864,NA,621296576,866404544,668423936
C13-label-15,TG(18:1_18:2_22:6),C61H103O6N,0,0,81739.99,138406.81,0,NA,231570.77,228739.64,0,0,NA,0,80262.42,349545.97
C13-label-16,TG(18:1_18:2_22:6),C61H103O6N,2023067.12,2007959.62,1436866.5,1077202,1717298.5,NA,2254874,2825716.75,2857474.25,3539927.25,NA,3203013.25,5494659.5,4179050
C13-label-17,TG(18:1_18:2_22:6),C61H103O6N,7603712.5,6262528,4424340.5,5087128.5,7369242,NA,8521987,9380435,11186187,12199829,NA,12489344,14111123,11694299
C13-label-18,TG(18:1_18:2_22:6),C61H103O6N,98142936,85132392,65614884,74751592,93800232,NA,125678336,120771328,157132176,192853440,NA,161523664,220340272,160031200
C13-label-19,TG(18:1_18:2_22:6),C61H103O6N,45223744,36923760,31507104,35964020,46017632,NA,61938624,61660032,75760696,92425376,NA,74695688,108084712,77605152
C13-label-2,TG(18:1_18:2_22:6),C61H103O6N,262385584,265467392,197403696,238651568,311944544,NA,192014080,336750624,293016192,319700128,NA,233157840,319656224,252246608
C13-label-20,TG(18:1_18:2_22:6),C61H103O6N,12406792,8370376.5,7559444.5,9798923,10949442,NA,16614107,14600687,21339562,21911314,NA,21156136,30525742,25607978
C13-label-21,TG(18:1_18:2_22:6),C61H103O6N,2361909.25,763152.25,1635050.62,1587418,1874112,NA,4064946.25,2249988,2586472.75,4292814.5,NA,4062576,5022285,4227607.5
C13-label-22,TG(18:1_18:2_22:6),C61H103O6N,557069.69,214444.92,253493.02,81893.73,137017.33,NA,644874.56,375717.47,331582.16,0,NA,676198.81,1462583.38,893054.19
C13-label-3,TG(18:1_18:2_22:6),C61H103O6N,63309792,59240884,45819604,57338156,72231408,NA,46726868,77877320,71557304,70593472,NA,56118656,81125960,63549372
C13-label-4,TG(18:1_18:2_22:6),C61H103O6N,12689364,10167636,8572659,9898471,12666616,NA,9692896,15802392,12807283,15451372,NA,11936259,16578736,13359603
C12 PARENT,TG(18:1_20:1_18:2),C59H109O6N,348050336,447046144,275838496,352210720,420293024,NA,157132304,531755008,231652432,265710416,NA,215644224,259136464,196638784
C13-label-1,TG(18:1_20:1_18:2),C59H109O6N,229699008,301726944,184035312,237831088,272001760,NA,104463576,352004192,154404992,182730832,NA,150264832,172964816,135785360
C13-label-10,TG(18:1_20:1_18:2),C59H109O6N,0,0,0,0,0,NA,0,0,0,83021.47,NA,0,0,0
C13-label-15,TG(18:1_20:1_18:2),C59H109O6N,0,0,0,0,0,NA,50609.71,0,0,81086.26,NA,0,0,0
C13-label-16,TG(18:1_20:1_18:2),C59H109O6N,438689.09,613560.44,570432.06,538601.5,288798.34,NA,554250.81,1004019,441783.28,813872.31,NA,605787.56,662565.31,676658.56
C13-label-17,TG(18:1_20:1_18:2),C59H109O6N,813258.94,2330399.25,1428325,1498758.38,2472217.5,NA,1809182.62,2950806.75,1519913.38,2403412.25,NA,2578295.25,2750092.75,2077120.62
C13-label-18,TG(18:1_20:1_18:2),C59H109O6N,18014590,24622858,18675232,26457136,26797646,NA,20177702,42970832,23804310,36391920,NA,33761840,42638352,30871738
C13-label-19,TG(18:1_20:1_18:2),C59H109O6N,8951519,10986252,8822744,11198339,11688445,NA,9747437,17798698,11380271,15944741,NA,14970269,21683948,12936621
C13-label-2,TG(18:1_20:1_18:2),C59H109O6N,81432904,108996344,67295464,91465752,108688192,NA,44712292,135484704,62196580,75729272,NA,61349484,76991136,58144128
C13-label-20,TG(18:1_20:1_18:2),C59H109O6N,3545368.75,4698969.5,3250270,4203038.5,5437977.5,NA,3638328.75,6596781.5,4118411.25,6183283.5,NA,5966780.5,9689588,5524122
C13-label-21,TG(18:1_20:1_18:2),C59H109O6N,573562.25,1622517.5,619881.56,1014561.5,1186572,NA,1377787.88,1585791.12,1241571.62,1018061.25,NA,1352752.12,2392914.25,861891.81
C13-label-22,TG(18:1_20:1_18:2),C59H109O6N,100493.62,187939.48,80075.38,269302.38,171244.17,NA,252227.56,453330.22,68527.04,259657.64,NA,621994.81,496626.09,314012.78
C13-label-23,TG(18:1_20:1_18:2),C59H109O6N,0,0,0,0,0,NA,0,0,81480.64,156860.69,NA,54101.14,0,0
C13-label-24,TG(18:1_20:1_18:2),C59H109O6N,0,0,0,0,0,NA,0,0,0,0,NA,0,0,60181.7
C13-label-3,TG(18:1_20:1_18:2),C59H109O6N,20236086,28076770,17691386,26050374,30480410,NA,13805829,34272784,17998774,22838370,NA,18954334,25800530,17883570
C13-label-4,TG(18:1_20:1_18:2),C59H109O6N,4733496.5,4958947.5,4167075.25,6383211.5,6619133.5,NA,3517252,7619366.5,4471163.5,5138398,NA,5449856.5,7470144.5,3805080
C13-label-5,TG(18:1_20:1_18:2),C59H109O6N,597654.56,1376351.25,618236,1066820.25,1062144.12,NA,594886.44,1215268,930440.75,885592.94,NA,1483900.38,1572841.38,570867.94
C13-label-6,TG(18:1_20:1_18:2),C59H109O6N,296009.12,0,92846.28,169117.75,320263.97,NA,96187.8,262099.98,264240.03,225238.83,NA,331268.09,402482.53,194559.62
C13-label-7,TG(18:1_20:1_18:2),C59H109O6N,0,0,0,139407.89,0,NA,0,0,0,0,NA,55735.82,115021.81,0
C12 PARENT,TG(18:2_18:3_18:3),C57H97O6N,33616020,46356864,12535152,20553838,18062150,NA,13654735,52799668,33382192,36881364,NA,38490380,38966144,50010156
C13-label-1,TG(18:2_18:3_18:3),C57H97O6N,21069658,29493526,7900125.5,12510469,11410797,NA,8815328,34877700,22690736,23981640,NA,25376042,26267350,33172850
C13-label-14,TG(18:2_18:3_18:3),C57H97O6N,0,0,0,0,14152.19,NA,0,0,0,0,NA,17692.52,56811.8,0
C13-label-15,TG(18:2_18:3_18:3),C57H97O6N,0,0,6524.14,0,0,NA,0,32178.83,0,14765.42,NA,39745.38,42511.98,29163.9
C13-label-16,TG(18:2_18:3_18:3),C57H97O6N,706088.44,349631.47,161972.36,153611.5,201846.12,NA,194480.56,367007.09,308335.03,272520.22,NA,353307.66,368920.91,517344.22
C13-label-17,TG(18:2_18:3_18:3),C57H97O6N,404713.75,459592.5,91807.46,196363.98,158571.95,NA,371816.16,783483.44,623991.56,734807.81,NA,814706,710576.5,1036173.94
C13-label-18,TG(18:2_18:3_18:3),C57H97O6N,5351593.5,6503036.5,1790633.62,2811014.25,2437841.25,NA,4664948.5,9490550,8160950,10273447,NA,11488787,10092945,14712665
C13-label-19,TG(18:2_18:3_18:3),C57H97O6N,2256316.25,2969324,758899,1126955.12,1082362.75,NA,2002263.62,3923672.25,3622606.75,4461338,NA,5248049.5,4151208.75,6861599.5
C13-label-2,TG(18:2_18:3_18:3),C57H97O6N,6642259.5,9220415,2628241.25,3730598,3673994,NA,3253026.75,11367793,7406826,8409352,NA,8109445.5,9097704,11524875
C13-label-20,TG(18:2_18:3_18:3),C57H97O6N,507183.53,511973.78,134584,325434.75,229571.45,NA,538702.88,925834.19,850466.5,915813,NA,1271889.38,917601.75,1421243.38
C13-label-21,TG(18:2_18:3_18:3),C57H97O6N,63719.99,136402.14,22301.27,19850.97,15786.46,NA,88956.88,214288.62,125296.63,166807.84,NA,197381.88,202287.62,267265.09
